;;;TRATO POR CURRAL;;;;;;;;;;;
Id. Carregamento;Curral;Lote;;Trato;Peso Abastecido (kg);Dieta;;Data;Hora;Vagão;Tratador;Carregamento;%MS Dieta Real;%Ndt Dieta Real
166018320000000;PROTEINADO PASTO;;;2;850,0000;RECRIA FEMEA 08/08/2025;;01/09/2025;16:02:00;BAHMAN;AGUSTIN LOPEZ;12 - RECRIA FEMEA 08/08/2025 - BAHMAN - 2025-09-01 15:50;35,25%;63,91%
166016500000000;01;01-G1-25;;2;360,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:44:08;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;02;02-G2-25;;2;420,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:44:27;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;06;06-G1-25;;2;350,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:45:19;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;08;08-G2-25;;2;455,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:46:02;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;09;49-G1-25;;2;350,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:46:23;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;11;11-G1-25;;2;385,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:46:59;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;12;12-G2-25;;2;410,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:47:20;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;13;13-G2-25;;2;470,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:48:52;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;14;14-G2-25;;2;390,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:49:11;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;17;17-G1-25;;2;355,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:49:53;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;18;18-G2-25;;2;435,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:50:17;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;20;43-G2-25;;2;405,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:51:00;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;23;23-G2-25;;2;355,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:51:49;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;26;26-G1-25;;2;365,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:52:33;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;31;31-G2-25;;2;355,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:54:11;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;32;32-G2-25;;2;345,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:54:30;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016810000000;37;37-G2-25;;2;665,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:39:49;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;46;46-G3-25;;2;445,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:38:22;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;47;47-G1-25;;2;390,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:38:01;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;48;48-G1-25;;2;370,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:37:43;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016500000000;52;52-G2-25;;2;95,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:01:08;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;53;43-G1-25;;2;185,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:00:35;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;55;44-G2-25;;2;360,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:59:37;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;56;56-G2-25;;2;380,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:59:18;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016500000000;57;57-G2-25;;2;420,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:59:01;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166016810000000;63;45-G2-25;;2;435,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:32:47;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;64;46-G2-25;;2;415,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:33:05;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;65;65-G1-25;;2;415,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:33:23;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;73;73-G1-25;;2;750,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:29:39;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016500000000;ENF01;ENF01;;2;405,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;09:55:29;BAHMAN;AGUSTIN LOPEZ;5 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 09:39;45,35%;78,61%
166018470000000;19;19-G3-25;;3;345,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:08:42;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;24;24-G2-25;;3;305,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:09:36;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;25;25-G2-25;;3;330,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:09:52;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;27;27-G2-25;;3;250,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:10:20;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;28;28-G2-25;;3;285,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:10:45;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;29;29-G2-25;;3;115,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:11:17;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;36;36-G3-25;;3;355,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:01:35;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;50;50-G2-25;;3;285,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;16:59:49;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;51;51-G2-25;;3;410,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;16:59:34;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;54;54-G2-25;;3;365,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;16:59:00;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;58;58-G2-25;;3;455,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;16:53:48;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;67;67-G2-25;;3;330,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;16:55:34;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;68;68-G2-25;;3;430,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;16:55:49;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;69;69-G2-25;;3;450,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;16:56:05;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;70;70-G2-25;;3;380,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;16:56:29;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166018470000000;66;66-G1-25;;3;255,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;16:55:16;BAHMAN;AGUSTIN LOPEZ;13 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 16:49;37,64%;72,39%
166017880000000;15;15-G1-25;;3;360,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:45:33;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;16;16-G2-25;;3;300,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:45:51;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;21;21-G2-25;;3;315,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:47:03;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;22;22-G2-25;;3;300,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:48:01;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;34;34-G2-25;;3;765,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:40:15;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;43;43-G3-25;;3;260,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:38:48;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;44;44-G3-25;;3;345,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:38:31;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;45;45-G3-25;;3;275,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:38:08;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;59;59-G2-25;;3;350,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:28:12;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;60;60-G2-25;;3;290,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:27:53;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;72;72-G1-25;;3;1195,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:32:48;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166017880000000;74;74-G1-25;;3;685,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;14:34:12;BAHMAN;AGUSTIN LOPEZ;10 - CRECIMIENTO SORGO.19/08/2025 - BAHMAN - 2025-09-01 14:24;43,26%;77,10%
166018320000000;75;75-G2-25;;3;2440,0000;RECRIA FEMEA 08/08/2025;;01/09/2025;15:57:40;BAHMAN;AGUSTIN LOPEZ;12 - RECRIA FEMEA 08/08/2025 - BAHMAN - 2025-09-01 15:50;35,25%;63,91%
166018320000000;LOTE SILO;LOTE SILO;;3;1440,0000;RECRIA FEMEA 08/08/2025;;01/09/2025;16:25:40;BAHMAN;AGUSTIN LOPEZ;12 - RECRIA FEMEA 08/08/2025 - BAHMAN - 2025-09-01 15:50;35,25%;63,91%
166016810000000;37;37-G2-25;;3;340,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:50:47;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;52;52-G2-25;;3;390,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:36:59;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;53;43-G1-25;;3;325,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:36:41;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;55;44-G2-25;;3;445,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:27:02;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;56;56-G2-25;;3;475,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:26:45;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;57;57-G2-25;;3;500,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:26:28;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;63;45-G2-25;;3;325,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:47:21;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;64;46-G2-25;;3;365,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:47:38;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;65;65-G1-25;;3;325,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:48:03;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166016810000000;73;73-G1-25;;3;765,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;10:44:33;BAHMAN;AGUSTIN LOPEZ;6 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 10:21;45,42%;78,63%
166017570000000;01;01-G1-25;;3;395,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:46:42;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;02;02-G2-25;;3;275,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:47:04;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;06;06-G1-25;;3;360,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:48:09;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;08;08-G2-25;;3;280,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:49:01;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;09;49-G1-25;;3;315,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:49:31;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;11;11-G1-25;;3;385,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:50:10;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;12;12-G2-25;;3;470,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:50:31;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;13;13-G2-25;;3;485,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:52:03;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;14;14-G2-25;;3;400,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:52:22;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;17;17-G1-25;;3;280,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:53:03;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;18;18-G2-25;;3;340,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:53:28;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;20;43-G2-25;;3;515,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:54:16;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;23;23-G2-25;;3;385,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:55:01;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;26;26-G1-25;;3;395,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:55:47;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;31;31-G2-25;;3;450,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:57:24;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;32;32-G2-25;;3;315,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:57:43;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;46;46-G3-25;;3;195,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;14:05:45;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;47;47-G1-25;;3;270,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;14:04:58;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;48;48-G1-25;;3;315,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;14:04:37;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;61;61-G2-25;;3;420,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;14:02:38;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166017570000000;62;62-G1-25;;3;260,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;14:02:08;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166018090000000;71;71-G1-25;;3;1505,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:18:26;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166017570000000;ENF01;ENF01;;3;470,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;13:58:41;BAHMAN;AGUSTIN LOPEZ;9 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 13:42;45,30%;78,50%
166018720000000;19;19-G3-25;;4;435,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:54:23;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;24;24-G2-25;;4;560,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:55:19;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;25;25-G2-25;;4;335,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:55:39;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;27;27-G2-25;;4;470,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:56:29;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;28;28-G2-25;;4;430,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:57:00;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;29;29-G2-25;;4;305,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:57:29;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;36;36-G3-25;;4;165,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:48:12;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;50;50-G2-25;;4;365,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:46:21;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;51;51-G2-25;;4;340,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:45:55;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;54;54-G2-25;;4;455,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:45:12;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;58;58-G2-25;;4;545,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:38:56;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;67;67-G2-25;;4;655,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:41:16;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;68;68-G2-25;;4;440,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:41:39;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;69;69-G2-25;;4;680,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:42:21;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
