;;;TRATO POR CURRAL;;;;;;;;;;;
Id. Carregamento;Curral;Lote;;Trato;Peso Abastecido (kg);Dieta;;Data;Hora;Vagão;Tratador;Carregamento;%MS Dieta Real;%Ndt Dieta Real
166018720000000;70;70-G2-25;;4;335,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:42:48;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
166018720000000;66;66-G1-25;;4;255,0000;ADAPTACION SORGO 19/08/2025;;01/09/2025;17:40:52;BAHMAN;AGUSTIN LOPEZ;14 - ADAPTACION SORGO 19/08/2025 - BAHMAN - 2025-09-01 17:34;37,64%;72,48%
264456920000000;15;15-G1-25;;4;350,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;17:05:46;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
264456920000000;16;16-G2-25;;4;470,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;17:04:07;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
264456920000000;21;21-G2-25;;4;480,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;17:02:42;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
264456920000000;22;22-G2-25;;4;560,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;17:01:50;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
264456920000000;43;43-G3-25;;4;410,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;16:39:21;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
264456920000000;44;44-G3-25;;4;280,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;16:39:59;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
264456920000000;45;45-G3-25;;4;230,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;16:41:12;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
264456920000000;59;59-G2-25;;4;295,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;16:56:07;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
264456920000000;60;60-G2-25;;4;470,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;16:56:47;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
264456920000000;72;72-G1-25;;4;1280,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;16:48:29;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
264456920000000;74;74-G1-25;;4;775,0000;CRECIMIENTO SORGO.19/08/2025;;01/09/2025;16:53:15;SILOKING;AGUSTIN LOPEZ;1 - CRECIMIENTO SORGO.19/08/2025 - SILOKING - 2025-09-01 16:33;43,28%;77,03%
166018090000000;52;52-G2-25;;4;375,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:31:52;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;53;43-G1-25;;4;335,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:31:12;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;55;44-G2-25;;4;435,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:15:13;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;56;56-G2-25;;4;300,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:14:50;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;57;57-G2-25;;4;495,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:14:33;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;61;61-G2-25;;4;390,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:13:39;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;62;62-G1-25;;4;650,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:13:16;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;63;45-G2-25;;4;425,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:27:17;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;64;46-G2-25;;4;265,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:27:40;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;65;65-G1-25;;4;525,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:28:10;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;71;71-G1-25;;4;1555,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:24:08;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
166018090000000;73;73-G1-25;;4;935,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;15:20:51;BAHMAN;AGUSTIN LOPEZ;11 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 15:09;45,54%;78,67%
264457170000000;14;14-G2-25;;4;465,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;17:51:50;SILOKING;AGUSTIN LOPEZ;2 - TERMINACION SORGO-19/08/2025 - SILOKING - 2025-09-01 17:37;45,10%;78,38%
264457170000000;17;17-G1-25;;4;200,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;17:49:44;SILOKING;AGUSTIN LOPEZ;2 - TERMINACION SORGO-19/08/2025 - SILOKING - 2025-09-01 17:37;45,10%;78,38%
264457170000000;18;18-G2-25;;4;425,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;17:49:12;SILOKING;AGUSTIN LOPEZ;2 - TERMINACION SORGO-19/08/2025 - SILOKING - 2025-09-01 17:37;45,10%;78,38%
264457170000000;20;43-G2-25;;4;390,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;17:48:03;SILOKING;AGUSTIN LOPEZ;2 - TERMINACION SORGO-19/08/2025 - SILOKING - 2025-09-01 17:37;45,10%;78,38%
264457170000000;23;23-G2-25;;4;480,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;17:46:58;SILOKING;AGUSTIN LOPEZ;2 - TERMINACION SORGO-19/08/2025 - SILOKING - 2025-09-01 17:37;45,10%;78,38%
264457170000000;26;26-G1-25;;4;410,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;17:45:39;SILOKING;AGUSTIN LOPEZ;2 - TERMINACION SORGO-19/08/2025 - SILOKING - 2025-09-01 17:37;45,10%;78,38%
264457170000000;31;31-G2-25;;4;365,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;17:43:27;SILOKING;AGUSTIN LOPEZ;2 - TERMINACION SORGO-19/08/2025 - SILOKING - 2025-09-01 17:37;45,10%;78,38%
264457170000000;32;32-G2-25;;4;350,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;17:42:40;SILOKING;AGUSTIN LOPEZ;2 - TERMINACION SORGO-19/08/2025 - SILOKING - 2025-09-01 17:37;45,10%;78,38%
264457170000000;ENF01;ENF01;;4;395,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;17:41:24;SILOKING;AGUSTIN LOPEZ;2 - TERMINACION SORGO-19/08/2025 - SILOKING - 2025-09-01 17:37;45,10%;78,38%
166018980000000;01;01-G1-25;;5;315,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:34:09;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;02;02-G2-25;;5;395,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:34:28;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;06;06-G1-25;;5;550,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:35:42;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;08;08-G2-25;;5;385,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:36:27;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;09;49-G1-25;;5;455,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:36:47;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;11;11-G1-25;;5;500,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:37:44;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;12;12-G2-25;;5;300,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:38:08;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;13;13-G2-25;;5;540,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:40:04;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;34;34-G2-25;;5;1120,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:31:18;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;37;37-G2-25;;5;385,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:30:14;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;46;46-G3-25;;5;695,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:28:50;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;47;47-G1-25;;5;270,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:28:18;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;48;48-G1-25;;5;800,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:27:37;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;52;52-G2-25;;5;310,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:26:42;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;01;01-G1-25;;5;315,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:34:09;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;02;02-G2-25;;5;395,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:34:28;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;06;06-G1-25;;5;550,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:35:42;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;08;08-G2-25;;5;385,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:36:27;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;09;49-G1-25;;5;455,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:36:47;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;11;11-G1-25;;5;500,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:37:44;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;12;12-G2-25;;5;300,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:38:08;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;13;13-G2-25;;5;540,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:40:04;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;34;34-G2-25;;5;1120,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:31:18;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;37;37-G2-25;;5;385,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:30:14;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;46;46-G3-25;;5;695,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:28:50;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;47;47-G1-25;;5;270,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:28:18;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;48;48-G1-25;;5;800,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:27:37;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
166018980000000;52;52-G2-25;;5;310,0000;TERMINACION SORGO-19/08/2025;;01/09/2025;18:26:42;BAHMAN;AGUSTIN LOPEZ;15 - TERMINACION SORGO-19/08/2025 - BAHMAN - 2025-09-01 18:21;45,48%;78,76%
 ;Total: 265; ;; ; ; ;; ; ; ; ; ; ; 
1 / 10;;;;;;;;;;;;;;
